Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2109,2023-04-16,2023-04-20,Same Day,CG-64752,Customer 236,Consumer,United States,City 94,Virginia,East,TEC-8410,Furniture,Bookcases,Bookcases Product 57,614.96,6,0.1,43.12
US-2110,2023-02-02,2023-02-08,Second Class,CG-42244,Customer 112,Home Office,United States,City 92,Ohio,Central,TEC-4128,Furniture,Tables,Tables Product 73,246.25,7,0.1,13.32
US-2111,2022-07-19,2022-07-25,First Class,CG-37985,Customer 202,Home Office,United States,City 19,Michigan,Central,TEC-8704,Office Supplies,Art,Art Product 14,137.21,7,0.15,14.97
US-2112,2023-07-10,2023-07-13,Second Class,CG-96461,Customer 197,Consumer,United States,City 67,Michigan,Central,TEC-8074,Office Supplies,Binders,Binders Product 24,67.53,4,0.1,13.46
US-2113,2023-03-30,2023-04-05,Second Class,CG-94048,Customer 206,Home Office,United States,City 74,Virginia,East,TEC-4240,Technology,Accessories,Accessories Product 20,783.92,3,0.15,94.05
US-2114,2023-02-26,2023-03-05,Standard Class,CG-98629,Customer 50,Corporate,United States,City 9,Florida,East,TEC-2404,Furniture,Tables,Tables Product 3,20.02,6,0.25,2.41
US-2115,2022-01-09,2022-01-11,First Class,CG-18653,Customer 186,Corporate,United States,City 80,Oregon,West,TEC-6169,Technology,Computers,Computers Product 75,363.07,4,0.1,68.81
US-2116,2023-04-03,2023-04-05,Second Class,CG-31398,Customer 213,Corporate,United States,City 16,Pennsylvania,East,TEC-9721,Furniture,Tables,Tables Product 80,10.0,2,0.25,1.16
US-2117,2023-02-24,2023-03-02,Second Class,CG-68314,Customer 50,Home Office,United States,City 97,Tennessee,South,TEC-1645,Technology,Accessories,Accessories Product 18,257.77,4,0.0,48.08
US-2118,2023-01-26,2023-01-30,Second Class,CG-68632,Customer 458,Consumer,United States,City 3,North Carolina,South,TEC-9057,Furniture,Tables,Tables Product 86,302.14,10,0.15,12.64
US-2119,2023-08-04,2023-08-09,First Class,CG-98784,Customer 202,Consumer,United States,City 20,Oregon,West,TEC-2818,Furniture,Tables,Tables Product 86,238.94,3,0.1,25.68
US-2120,2022-07-21,2022-07-22,Same Day,CG-32159,Customer 187,Corporate,United States,City 33,Texas,Central,TEC-4146,Office Supplies,Binders,Binders Product 66,105.29,10,0.2,16.33
US-2121,2022-10-14,2022-10-20,First Class,CG-44486,Customer 230,Consumer,United States,City 56,Tennessee,South,TEC-6529,Office Supplies,Paper,Paper Product 6,198.82,1,0.1,5.2
US-2122,2022-10-07,2022-10-09,Standard Class,CG-85189,Customer 10,Corporate,United States,City 39,Georgia,South,TEC-7236,Office Supplies,Art,Art Product 26,180.86,9,0.0,22.84
US-2123,2023-04-27,2023-04-30,Same Day,CG-63371,Customer 363,Home Office,United States,City 44,Oregon,West,TEC-3168,Furniture,Tables,Tables Product 45,165.18,7,0.15,4.42
US-2124,2022-09-25,2022-10-01,Standard Class,CG-97323,Customer 468,Corporate,United States,City 41,Tennessee,South,TEC-9336,Office Supplies,Paper,Paper Product 15,90.54,2,0.2,15.87
US-2125,2022-01-24,2022-01-26,Second Class,CG-21453,Customer 443,Consumer,United States,City 10,New York,East,TEC-1158,Technology,Phones,Phones Product 93,474.49,6,0.0,107.02
US-2126,2022-01-14,2022-01-21,Standard Class,CG-90290,Customer 63,Home Office,United States,City 8,Washington,West,TEC-3272,Office Supplies,Binders,Binders Product 26,27.44,8,0.15,3.27
US-2127,2022-03-25,2022-03-26,Standard Class,CG-60711,Customer 165,Corporate,United States,City 81,California,West,TEC-9672,Technology,Phones,Phones Product 25,249.52,4,0.1,41.96
US-2128,2023-05-03,2023-05-10,Standard Class,CG-68001,Customer 95,Corporate,United States,City 65,North Carolina,South,TEC-1103,Technology,Accessories,Accessories Product 11,677.38,5,0.25,87.36
US-2129,2022-06-30,2022-07-02,Second Class,CG-52127,Customer 388,Home Office,United States,City 30,Florida,East,TEC-3661,Technology,Computers,Computers Product 51,10.0,2,0.0,1.6
US-2130,2023-10-13,2023-10-20,First Class,CG-41558,Customer 272,Consumer,United States,City 1,Tennessee,South,TEC-5123,Office Supplies,Binders,Binders Product 37,121.84,7,0.15,17.58
US-2131,2022-06-15,2022-06-22,Same Day,CG-20479,Customer 346,Corporate,United States,City 98,Nevada,West,TEC-8306,Technology,Phones,Phones Product 2,747.16,1,0.25,72.06
US-2132,2023-11-22,2023-11-26,First Class,CG-72973,Customer 190,Home Office,United States,City 64,Texas,Central,TEC-5919,Technology,Computers,Computers Product 98,636.04,5,0.15,133.33
US-2133,2023-05-16,2023-05-22,First Class,CG-63704,Customer 239,Home Office,United States,City 60,Florida,East,TEC-6314,Furniture,Bookcases,Bookcases Product 52,33.21,3,0.0,3.08
US-2134,2023-04-20,2023-04-21,Second Class,CG-51513,Customer 196,Home Office,United States,City 81,Florida,East,TEC-3447,Furniture,Tables,Tables Product 52,224.37,7,0.2,17.22
US-2135,2023-01-10,2023-01-11,Standard Class,CG-61287,Customer 242,Home Office,United States,City 20,Florida,East,TEC-5438,Technology,Computers,Computers Product 44,569.54,3,0.1,71.56
US-2136,2022-07-22,2022-07-24,Second Class,CG-73771,Customer 311,Corporate,United States,City 93,North Carolina,South,TEC-9177,Technology,Computers,Computers Product 56,364.86,9,0.15,55.35
US-2137,2023-03-22,2023-03-28,Same Day,CG-89667,Customer 149,Consumer,United States,City 19,Oregon,West,TEC-4852,Technology,Computers,Computers Product 67,282.55,2,0.15,27.04
US-2138,2023-05-22,2023-05-28,First Class,CG-99660,Customer 317,Corporate,United States,City 55,Georgia,South,TEC-2996,Technology,Computers,Computers Product 77,635.87,3,0.15,58.86
US-2139,2022-05-13,2022-05-18,Same Day,CG-18273,Customer 10,Home Office,United States,City 58,Ohio,Central,TEC-7062,Office Supplies,Binders,Binders Product 54,133.32,3,0.15,19.7
US-2140,2022-09-10,2022-09-15,First Class,CG-85657,Customer 407,Home Office,United States,City 43,Pennsylvania,East,TEC-4184,Technology,Computers,Computers Product 17,154.84,8,0.15,17.98
US-2141,2022-11-26,2022-11-30,Standard Class,CG-51085,Customer 262,Consumer,United States,City 13,Florida,East,TEC-7293,Office Supplies,Art,Art Product 97,159.71,8,0.25,9.76
US-2142,2022-06-01,2022-06-02,Same Day,CG-61062,Customer 399,Corporate,United States,City 25,Nevada,West,TEC-5525,Office Supplies,Binders,Binders Product 92,76.78,10,0.15,11.34
US-2143,2022-05-27,2022-05-30,Same Day,CG-83646,Customer 75,Consumer,United States,City 35,North Carolina,South,TEC-6243,Furniture,Chairs,Chairs Product 63,417.51,1,0.15,29.2
US-2144,2022-11-18,2022-11-21,Standard Class,CG-35551,Customer 269,Home Office,United States,City 65,Florida,East,TEC-5627,Office Supplies,Art,Art Product 32,70.12,10,0.0,14.4
US-2145,2023-01-21,2023-01-24,Standard Class,CG-13777,Customer 334,Corporate,United States,City 83,Oregon,West,TEC-7904,Furniture,Bookcases,Bookcases Product 11,560.83,4,0.1,66.83
US-2146,2023-01-13,2023-01-17,First Class,CG-24122,Customer 480,Home Office,United States,City 36,Alabama,South,TEC-8470,Furniture,Chairs,Chairs Product 36,312.8,3,0.25,14.91
US-2147,2022-07-22,2022-07-25,Standard Class,CG-26241,Customer 27,Consumer,United States,City 42,Tennessee,South,TEC-8816,Office Supplies,Art,Art Product 48,58.48,10,0.1,8.85
US-2148,2022-05-26,2022-05-30,Second Class,CG-52809,Customer 314,Home Office,United States,City 98,Georgia,South,TEC-1565,Furniture,Bookcases,Bookcases Product 83,362.76,7,0.15,49.36
US-2149,2022-10-17,2022-10-18,Standard Class,CG-28338,Customer 78,Home Office,United States,City 14,California,West,TEC-9565,Furniture,Bookcases,Bookcases Product 21,397.57,3,0.2,7.9
US-2150,2022-08-29,2022-09-05,Standard Class,CG-74547,Customer 206,Consumer,United States,City 70,Ohio,Central,TEC-2018,Technology,Computers,Computers Product 68,710.39,7,0.15,71.11
US-2151,2023-03-03,2023-03-04,First Class,CG-39805,Customer 123,Consumer,United States,City 8,New York,East,TEC-1396,Office Supplies,Binders,Binders Product 7,80.8,8,0.1,10.91
US-2152,2023-10-21,2023-10-23,Second Class,CG-75612,Customer 164,Consumer,United States,City 42,Georgia,South,TEC-7349,Office Supplies,Paper,Paper Product 97,199.78,4,0.1,61.25
US-2153,2023-10-12,2023-10-17,Standard Class,CG-15259,Customer 103,Corporate,United States,City 76,Oregon,West,TEC-1589,Office Supplies,Binders,Binders Product 27,130.34,1,0.2,14.21
US-2154,2022-08-24,2022-08-27,Second Class,CG-62059,Customer 109,Home Office,United States,City 20,Oregon,West,TEC-9785,Office Supplies,Binders,Binders Product 1,126.73,2,0.25,21.96
US-2155,2023-10-05,2023-10-09,Second Class,CG-36422,Customer 387,Home Office,United States,City 78,Ohio,Central,TEC-5198,Office Supplies,Art,Art Product 43,83.97,6,0.25,19.12
US-2156,2022-07-20,2022-07-21,Same Day,CG-89084,Customer 496,Home Office,United States,City 84,Georgia,South,TEC-9385,Furniture,Tables,Tables Product 99,334.51,5,0.2,33.42
US-2157,2023-02-20,2023-02-22,First Class,CG-98369,Customer 110,Corporate,United States,City 76,California,West,TEC-5970,Technology,Phones,Phones Product 47,633.18,2,0.1,108.32
US-2158,2023-04-20,2023-04-23,Standard Class,CG-38367,Customer 425,Consumer,United States,City 24,Pennsylvania,East,TEC-6471,Technology,Accessories,Accessories Product 27,667.79,9,0.0,79.56
US-2159,2023-05-27,2023-05-31,Same Day,CG-83509,Customer 306,Corporate,United States,City 37,Michigan,Central,TEC-5071,Office Supplies,Binders,Binders Product 10,72.08,10,0.1,3.89
US-2160,2023-09-24,2023-09-27,Same Day,CG-59993,Customer 374,Consumer,United States,City 73,California,West,TEC-3613,Technology,Phones,Phones Product 13,587.9,5,0.0,111.08
US-2161,2022-02-24,2022-02-27,Same Day,CG-95672,Customer 12,Home Office,United States,City 39,Virginia,East,TEC-1573,Furniture,Chairs,Chairs Product 16,368.67,6,0.0,54.19
US-2162,2022-11-06,2022-11-08,Standard Class,CG-24756,Customer 45,Consumer,United States,City 93,North Carolina,South,TEC-4847,Technology,Computers,Computers Product 59,498.88,1,0.2,91.51
US-2163,2023-08-17,2023-08-18,Second Class,CG-38242,Customer 34,Consumer,United States,City 51,Ohio,Central,TEC-7183,Office Supplies,Art,Art Product 4,45.41,10,0.2,4.39
US-2164,2022-02-08,2022-02-09,Standard Class,CG-46808,Customer 364,Consumer,United States,City 37,Alabama,South,TEC-8850,Furniture,Tables,Tables Product 26,404.33,1,0.25,46.08
US-2165,2022-10-01,2022-10-07,Standard Class,CG-83821,Customer 428,Consumer,United States,City 56,Illinois,Central,TEC-9004,Technology,Accessories,Accessories Product 30,441.21,8,0.0,64.6
US-2166,2022-02-18,2022-02-20,First Class,CG-96324,Customer 462,Corporate,United States,City 48,Oregon,West,TEC-9859,Furniture,Tables,Tables Product 19,72.32,8,0.25,4.75
US-2167,2022-11-25,2022-11-28,Same Day,CG-55539,Customer 393,Consumer,United States,City 38,Michigan,Central,TEC-3418,Office Supplies,Art,Art Product 87,144.52,10,0.2,22.33
US-2168,2023-05-22,2023-05-25,Second Class,CG-53621,Customer 474,Corporate,United States,City 46,Tennessee,South,TEC-8644,Office Supplies,Art,Art Product 58,125.03,2,0.25,15.38
US-2169,2023-07-07,2023-07-10,Second Class,CG-85195,Customer 72,Home Office,United States,City 27,Oregon,West,TEC-7493,Office Supplies,Paper,Paper Product 11,100.35,3,0.25,8.07
US-2170,2023-03-06,2023-03-11,Second Class,CG-39724,Customer 351,Home Office,United States,City 91,California,West,TEC-6486,Technology,Accessories,Accessories Product 63,639.77,1,0.15,109.43
US-2171,2022-04-30,2022-05-05,First Class,CG-63477,Customer 353,Home Office,United States,City 97,Michigan,Central,TEC-2743,Furniture,Bookcases,Bookcases Product 29,373.8,7,0.1,22.04
US-2172,2023-10-18,2023-10-25,Standard Class,CG-74907,Customer 74,Home Office,United States,City 10,Florida,East,TEC-6022,Office Supplies,Binders,Binders Product 31,10.0,1,0.25,1.86
US-2173,2023-02-20,2023-02-23,Standard Class,CG-37143,Customer 96,Consumer,United States,City 100,Washington,West,TEC-2168,Furniture,Chairs,Chairs Product 9,228.17,1,0.0,10.38
US-2174,2022-09-17,2022-09-23,First Class,CG-54979,Customer 199,Home Office,United States,City 48,Tennessee,South,TEC-4415,Furniture,Chairs,Chairs Product 39,404.02,7,0.0,25.99
US-2175,2023-03-15,2023-03-19,First Class,CG-56071,Customer 16,Home Office,United States,City 33,Georgia,South,TEC-8759,Office Supplies,Art,Art Product 50,153.0,8,0.0,24.02
US-2176,2023-07-06,2023-07-10,Standard Class,CG-72242,Customer 130,Consumer,United States,City 70,Michigan,Central,TEC-2508,Technology,Computers,Computers Product 11,636.71,7,0.0,52.02
US-2177,2022-09-09,2022-09-14,Same Day,CG-14501,Customer 166,Corporate,United States,City 40,Nevada,West,TEC-8392,Office Supplies,Art,Art Product 28,160.6,6,0.1,21.79
US-2178,2023-09-21,2023-09-25,Standard Class,CG-75807,Customer 93,Home Office,United States,City 60,Washington,West,TEC-5501,Furniture,Chairs,Chairs Product 90,244.61,1,0.25,20.97
US-2179,2023-08-02,2023-08-06,Second Class,CG-69208,Customer 151,Home Office,United States,City 21,Oregon,West,TEC-1652,Furniture,Bookcases,Bookcases Product 38,33.56,2,0.25,3.23
US-2180,2023-09-08,2023-09-12,Second Class,CG-10746,Customer 199,Consumer,United States,City 100,Washington,West,TEC-3893,Furniture,Tables,Tables Product 99,145.59,4,0.2,3.77
US-2181,2023-01-21,2023-01-23,Same Day,CG-25216,Customer 52,Corporate,United States,City 22,Florida,East,TEC-3280,Technology,Computers,Computers Product 17,195.53,10,0.2,40.21
US-2182,2023-09-12,2023-09-18,First Class,CG-93208,Customer 279,Corporate,United States,City 14,Alabama,South,TEC-7858,Office Supplies,Paper,Paper Product 61,68.54,7,0.0,14.53
US-2183,2022-02-04,2022-02-10,First Class,CG-72210,Customer 206,Consumer,United States,City 65,Georgia,South,TEC-4985,Furniture,Tables,Tables Product 18,219.63,2,0.15,2.57
US-2184,2022-05-04,2022-05-10,First Class,CG-83055,Customer 135,Home Office,United States,City 62,Washington,West,TEC-2094,Technology,Phones,Phones Product 85,276.7,4,0.2,58.6
US-2185,2022-07-09,2022-07-12,Second Class,CG-61211,Customer 6,Consumer,United States,City 48,California,West,TEC-1982,Office Supplies,Binders,Binders Product 66,92.21,4,0.1,8.03
US-2186,2022-01-13,2022-01-15,Same Day,CG-37991,Customer 97,Corporate,United States,City 85,Texas,Central,TEC-8778,Technology,Accessories,Accessories Product 62,532.0,3,0.15,93.15
US-2187,2023-05-06,2023-05-08,Second Class,CG-76829,Customer 75,Home Office,United States,City 98,Virginia,East,TEC-2114,Technology,Phones,Phones Product 62,723.48,9,0.0,160.92
US-2188,2023-06-10,2023-06-12,First Class,CG-63266,Customer 31,Home Office,United States,City 97,Florida,East,TEC-8075,Technology,Accessories,Accessories Product 6,428.05,7,0.15,35.83
US-2189,2022-11-25,2022-12-02,Second Class,CG-26688,Customer 246,Corporate,United States,City 79,Pennsylvania,East,TEC-9348,Furniture,Chairs,Chairs Product 53,237.98,8,0.25,21.52
US-2190,2023-10-24,2023-10-29,Standard Class,CG-64698,Customer 34,Corporate,United States,City 72,Pennsylvania,East,TEC-2390,Office Supplies,Paper,Paper Product 91,51.81,2,0.2,3.24
US-2191,2022-05-30,2022-06-05,First Class,CG-49779,Customer 429,Corporate,United States,City 69,Ohio,Central,TEC-6359,Office Supplies,Paper,Paper Product 40,117.19,5,0.2,13.72
US-2192,2023-04-27,2023-05-03,Same Day,CG-54880,Customer 273,Corporate,United States,City 67,North Carolina,South,TEC-2031,Office Supplies,Binders,Binders Product 33,101.64,6,0.0,7.57
US-2193,2023-10-07,2023-10-12,Second Class,CG-55680,Customer 498,Corporate,United States,City 40,Illinois,Central,TEC-4143,Furniture,Tables,Tables Product 43,265.44,6,0.1,11.42
US-2194,2023-06-15,2023-06-22,Second Class,CG-48668,Customer 98,Home Office,United States,City 88,Ohio,Central,TEC-6922,Office Supplies,Binders,Binders Product 92,144.51,7,0.1,26.32
US-2195,2023-07-10,2023-07-11,First Class,CG-93701,Customer 127,Home Office,United States,City 27,Virginia,East,TEC-6527,Office Supplies,Binders,Binders Product 24,10.0,9,0.1,0.64
US-2196,2023-10-26,2023-10-30,First Class,CG-29181,Customer 131,Corporate,United States,City 78,Virginia,East,TEC-2180,Furniture,Tables,Tables Product 33,75.52,5,0.25,4.08
US-2197,2022-05-08,2022-05-12,Same Day,CG-82174,Customer 299,Consumer,United States,City 36,Georgia,South,TEC-9374,Furniture,Bookcases,Bookcases Product 73,287.48,4,0.15,6.33
US-2198,2023-03-07,2023-03-08,Same Day,CG-67301,Customer 199,Home Office,United States,City 41,Nevada,West,TEC-2956,Technology,Computers,Computers Product 18,315.63,8,0.25,31.5
US-2199,2022-07-05,2022-07-10,First Class,CG-26701,Customer 402,Consumer,United States,City 13,California,West,TEC-7934,Technology,Computers,Computers Product 27,541.45,5,0.0,83.1
US-2200,2022-02-10,2022-02-16,First Class,CG-47249,Customer 221,Consumer,United States,City 31,California,West,TEC-4776,Office Supplies,Art,Art Product 29,63.91,6,0.25,8.35
US-2201,2023-09-26,2023-10-01,First Class,CG-38819,Customer 88,Consumer,United States,City 50,Ohio,Central,TEC-4328,Office Supplies,Art,Art Product 70,72.67,3,0.0,7.54
US-2202,2023-09-24,2023-09-26,Same Day,CG-38963,Customer 124,Corporate,United States,City 59,Oregon,West,TEC-3713,Technology,Phones,Phones Product 23,834.69,2,0.0,181.15
US-2203,2022-08-14,2022-08-19,Same Day,CG-68479,Customer 110,Home Office,United States,City 30,Washington,West,TEC-2644,Furniture,Chairs,Chairs Product 11,105.06,5,0.2,11.89
US-2204,2023-02-23,2023-03-02,Same Day,CG-13018,Customer 278,Home Office,United States,City 98,North Carolina,South,TEC-5451,Office Supplies,Binders,Binders Product 27,140.57,7,0.25,7.18
US-2205,2023-11-21,2023-11-26,Same Day,CG-67958,Customer 311,Consumer,United States,City 27,Ohio,Central,TEC-7110,Furniture,Tables,Tables Product 19,422.82,8,0.25,59.84
US-2206,2023-12-22,2023-12-25,First Class,CG-63097,Customer 141,Corporate,United States,City 32,North Carolina,South,TEC-5762,Technology,Accessories,Accessories Product 30,275.49,4,0.1,28.69
US-2207,2023-01-24,2023-01-30,Standard Class,CG-60969,Customer 293,Home Office,United States,City 45,Washington,West,TEC-6890,Office Supplies,Binders,Binders Product 49,150.88,2,0.2,20.56
US-2208,2022-01-21,2022-01-24,Second Class,CG-45274,Customer 188,Consumer,United States,City 34,Alabama,South,TEC-8840,Furniture,Tables,Tables Product 21,382.72,7,0.15,35.83
US-2209,2022-06-22,2022-06-29,Second Class,CG-21792,Customer 363,Corporate,United States,City 21,New York,East,TEC-2513,Technology,Accessories,Accessories Product 79,578.14,6,0.0,48.38
US-2210,2023-12-14,2023-12-16,First Class,CG-28564,Customer 440,Home Office,United States,City 56,Texas,Central,TEC-5563,Office Supplies,Paper,Paper Product 24,152.37,5,0.2,28.98
US-2211,2022-08-23,2022-08-24,Second Class,CG-47780,Customer 281,Consumer,United States,City 61,New York,East,TEC-7934,Furniture,Tables,Tables Product 22,265.59,2,0.25,20.79
US-2212,2022-08-30,2022-09-04,Standard Class,CG-70625,Customer 284,Consumer,United States,City 98,California,West,TEC-7044,Technology,Phones,Phones Product 93,193.78,5,0.1,34.05
US-2213,2022-07-03,2022-07-10,First Class,CG-77272,Customer 417,Consumer,United States,City 3,Florida,East,TEC-9206,Technology,Accessories,Accessories Product 65,614.41,6,0.1,90.25
US-2214,2022-02-28,2022-03-02,First Class,CG-85217,Customer 401,Corporate,United States,City 36,New York,East,TEC-8576,Furniture,Chairs,Chairs Product 32,468.65,3,0.1,31.23
US-2215,2023-04-11,2023-04-12,Same Day,CG-27813,Customer 1,Consumer,United States,City 37,Washington,West,TEC-8549,Technology,Accessories,Accessories Product 68,612.92,10,0.0,60.69
US-2216,2023-05-17,2023-05-24,Same Day,CG-42955,Customer 269,Home Office,United States,City 53,Alabama,South,TEC-3734,Office Supplies,Binders,Binders Product 65,98.82,9,0.15,10.82
US-2217,2023-05-27,2023-05-28,Same Day,CG-60144,Customer 193,Home Office,United States,City 39,New York,East,TEC-7121,Technology,Phones,Phones Product 4,545.06,6,0.15,71.69
US-2218,2022-11-19,2022-11-26,Second Class,CG-95075,Customer 407,Corporate,United States,City 39,Washington,West,TEC-7493,Furniture,Chairs,Chairs Product 32,280.28,3,0.2,31.68
US-2219,2022-05-26,2022-06-01,Same Day,CG-58702,Customer 452,Corporate,United States,City 27,Tennessee,South,TEC-8590,Technology,Phones,Phones Product 17,412.65,7,0.2,28.75
US-2220,2023-03-02,2023-03-05,Same Day,CG-60666,Customer 455,Corporate,United States,City 84,New York,East,TEC-8100,Technology,Phones,Phones Product 10,849.92,6,0.0,186.19
US-2221,2023-09-05,2023-09-08,Second Class,CG-50677,Customer 473,Corporate,United States,City 65,Georgia,South,TEC-3718,Furniture,Tables,Tables Product 2,106.16,2,0.15,11.42
US-2222,2022-04-14,2022-04-20,First Class,CG-13164,Customer 230,Consumer,United States,City 52,Texas,Central,TEC-6472,Technology,Accessories,Accessories Product 79,399.41,9,0.1,65.17
US-2223,2023-04-17,2023-04-22,Standard Class,CG-67461,Customer 389,Corporate,United States,City 63,Ohio,Central,TEC-8100,Furniture,Bookcases,Bookcases Product 98,344.13,1,0.25,24.3
US-2224,2023-06-11,2023-06-17,First Class,CG-28868,Customer 73,Corporate,United States,City 98,Washington,West,TEC-4216,Technology,Accessories,Accessories Product 12,343.25,6,0.2,39.64
US-2225,2023-09-24,2023-09-25,Second Class,CG-35492,Customer 215,Consumer,United States,City 73,North Carolina,South,TEC-4172,Furniture,Tables,Tables Product 54,162.57,1,0.15,7.6
US-2226,2022-06-05,2022-06-12,Standard Class,CG-44800,Customer 373,Consumer,United States,City 62,Illinois,Central,TEC-2082,Furniture,Bookcases,Bookcases Product 29,289.92,2,0.1,14.89
US-2227,2023-04-25,2023-04-30,First Class,CG-71463,Customer 490,Consumer,United States,City 34,Georgia,South,TEC-9977,Technology,Accessories,Accessories Product 95,636.41,8,0.15,142.79
US-2228,2022-12-05,2022-12-11,First Class,CG-87837,Customer 399,Home Office,United States,City 32,Illinois,Central,TEC-4706,Office Supplies,Art,Art Product 3,71.0,10,0.25,9.54
US-2229,2023-03-21,2023-03-26,First Class,CG-43769,Customer 55,Corporate,United States,City 19,Ohio,Central,TEC-4663,Furniture,Tables,Tables Product 29,374.95,7,0.0,37.08
US-2230,2022-09-12,2022-09-17,First Class,CG-49201,Customer 42,Corporate,United States,City 32,Oregon,West,TEC-3661,Furniture,Chairs,Chairs Product 80,311.39,7,0.2,34.16
US-2231,2023-05-08,2023-05-10,Same Day,CG-72019,Customer 16,Corporate,United States,City 43,Texas,Central,TEC-7068,Office Supplies,Paper,Paper Product 16,124.11,7,0.2,5.68
US-2232,2022-11-12,2022-11-16,Second Class,CG-47547,Customer 125,Home Office,United States,City 79,Alabama,South,TEC-3701,Technology,Computers,Computers Product 44,673.83,4,0.2,130.97
US-2233,2022-06-13,2022-06-20,Standard Class,CG-29666,Customer 277,Consumer,United States,City 55,Georgia,South,TEC-9071,Office Supplies,Binders,Binders Product 12,61.84,2,0.0,7.56
US-2234,2023-12-16,2023-12-18,First Class,CG-58072,Customer 348,Corporate,United States,City 88,California,West,TEC-6853,Office Supplies,Paper,Paper Product 86,134.17,3,0.0,14.42
US-2235,2023-08-09,2023-08-14,Standard Class,CG-15179,Customer 315,Corporate,United States,City 1,Pennsylvania,East,TEC-4149,Technology,Phones,Phones Product 22,714.6,2,0.0,191.65
US-2236,2023-02-05,2023-02-12,First Class,CG-28168,Customer 34,Home Office,United States,City 60,Ohio,Central,TEC-5259,Furniture,Chairs,Chairs Product 21,182.1,9,0.0,4.51
US-2237,2023-10-21,2023-10-22,Same Day,CG-54388,Customer 341,Home Office,United States,City 21,Nevada,West,TEC-8744,Office Supplies,Art,Art Product 58,115.19,4,0.15,18.81
US-2238,2023-01-03,2023-01-09,First Class,CG-37596,Customer 124,Corporate,United States,City 60,Michigan,Central,TEC-3436,Office Supplies,Binders,Binders Product 91,88.46,4,0.15,18.33
US-2239,2022-06-08,2022-06-10,Second Class,CG-19626,Customer 145,Consumer,United States,City 99,California,West,TEC-6451,Technology,Phones,Phones Product 89,232.28,2,0.2,42.89
US-2240,2022-11-24,2022-11-30,First Class,CG-37495,Customer 459,Corporate,United States,City 61,Alabama,South,TEC-1554,Office Supplies,Paper,Paper Product 47,69.71,2,0.25,15.56
US-2241,2022-06-10,2022-06-14,Second Class,CG-75223,Customer 238,Consumer,United States,City 85,Texas,Central,TEC-7512,Furniture,Chairs,Chairs Product 91,598.88,1,0.15,29.54
US-2242,2022-11-28,2022-12-05,Second Class,CG-10975,Customer 446,Home Office,United States,City 22,Michigan,Central,TEC-5105,Furniture,Chairs,Chairs Product 54,217.57,6,0.25,24.89
US-2243,2022-04-06,2022-04-11,Same Day,CG-46419,Customer 465,Consumer,United States,City 26,New York,East,TEC-3957,Furniture,Tables,Tables Product 54,241.93,4,0.25,18.91
US-2244,2022-02-09,2022-02-10,Standard Class,CG-73281,Customer 396,Home Office,United States,City 65,Ohio,Central,TEC-4304,Technology,Accessories,Accessories Product 28,505.08,6,0.15,27.28
US-2245,2022-06-01,2022-06-06,Second Class,CG-67008,Customer 395,Home Office,United States,City 94,Michigan,Central,TEC-1645,Furniture,Bookcases,Bookcases Product 59,297.92,10,0.25,15.61
US-2246,2023-08-29,2023-09-02,Standard Class,CG-72195,Customer 425,Corporate,United States,City 54,Georgia,South,TEC-8594,Office Supplies,Binders,Binders Product 78,75.34,6,0.0,15.57
US-2247,2023-08-09,2023-08-16,Second Class,CG-97612,Customer 464,Corporate,United States,City 75,Virginia,East,TEC-5163,Technology,Computers,Computers Product 51,248.7,5,0.0,47.42
US-2248,2022-09-29,2022-10-03,Standard Class,CG-66362,Customer 25,Consumer,United States,City 10,New York,East,TEC-5483,Technology,Accessories,Accessories Product 69,444.21,8,0.1,60.42
US-2249,2023-07-14,2023-07-19,First Class,CG-25187,Customer 438,Corporate,United States,City 31,Texas,Central,TEC-7373,Furniture,Chairs,Chairs Product 72,418.56,10,0.1,39.18
US-2250,2022-12-03,2022-12-06,Second Class,CG-72896,Customer 11,Home Office,United States,City 13,New York,East,TEC-3127,Technology,Accessories,Accessories Product 96,614.12,7,0.0,121.85
US-2251,2022-09-22,2022-09-24,Second Class,CG-57373,Customer 50,Corporate,United States,City 98,Ohio,Central,TEC-5731,Technology,Accessories,Accessories Product 40,433.74,3,0.2,51.78
US-2252,2023-07-10,2023-07-12,Standard Class,CG-45396,Customer 495,Consumer,United States,City 23,California,West,TEC-2857,Office Supplies,Art,Art Product 98,45.74,2,0.0,3.22
US-2253,2023-04-08,2023-04-15,Standard Class,CG-56695,Customer 404,Corporate,United States,City 12,Georgia,South,TEC-6787,Furniture,Chairs,Chairs Product 23,742.36,10,0.15,96.35
US-2254,2023-02-02,2023-02-04,Second Class,CG-54839,Customer 83,Home Office,United States,City 67,Texas,Central,TEC-9762,Technology,Accessories,Accessories Product 25,229.79,2,0.0,19.27
US-2255,2023-05-06,2023-05-13,Same Day,CG-37834,Customer 86,Corporate,United States,City 25,Oregon,West,TEC-8920,Office Supplies,Binders,Binders Product 100,124.09,7,0.0,18.97
US-2256,2023-08-24,2023-08-31,Same Day,CG-60760,Customer 165,Home Office,United States,City 83,Washington,West,TEC-7043,Office Supplies,Art,Art Product 26,127.44,8,0.25,13.34
